"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"1";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(1-0-0-0-0-0)";"(0-0-0-1-0-0)";"(0-1-0-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-0-1)";"(0-0-0-1-0-0)";"@1-5-2-7-3-4-6-8@";"@9-5-6-11-1-3-4-7-10-2-8@";"948";"724";"788";"772";"0";"0";"1";"0.00548795";"0.0885988";"0.00586643";"0";"0";"8666260";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"1";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(1-0-0-0-0-0)";"(0-0-0-1-0-0)";"(0-1-0-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-0-1)";"(0-0-0-0-1-0)";"@1-5-2-7-3-4-6-8@";"@9-5-6-11-1-3-4-7-10-2-8@";"948";"724";"788";"772";"0";"0";"1";"0.00548795";"0.0885988";"0.00586643";"0";"0";"8666260";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"1";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(1-0-0-0-0-0)";"(0-0-0-1-0-0)";"(0-1-0-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-0-1)";"(0-0-0-0-0-1)";"@1-5-2-7-3-4-6-8@";"@9-5-6-11-1-3-4-7-10-2-8@";"948";"724";"788";"772";"0";"0";"1";"0.00548795";"0.0885988";"0.00586643";"0";"0";"8666260";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-0-1-0-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-0-0-1-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-0-0-0-1)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-1-0-0-0-0)";"(0-1-0-0-0-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-0-1-0-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-0-0-1-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-0-0-0-1)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(1-0-0-0-0-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-0-1-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-0-0-1)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-0-0-1-0-0)";"(1-0-0-0-0-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-0-0-1-0-0)";"(0-1-0-0-0-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-0-0-1-0-0)";"(0-0-1-0-0-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-1-0-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-0-1)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-0-0-0-1-0)";"(1-0-0-0-0-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-0-0-0-1-0)";"(0-1-0-0-0-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-0-0-0-1-0)";"(0-0-1-0-0-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-0-0-0-1-0)";"(0-0-0-1-0-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-1-0)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
"8";"11";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"512000000";"512000000";"512000000";"512000000";"512000000";"512000000";"1";"1";"1";"0";"0";"0";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-0-1-0-0-0)";"(0-1-0-0-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"@1-3-4-2-8-5-6-7@";"@9-1-3-4-6-8-7-11-2-5-10@";"1038";"676";"1518";"0";"0";"0";"0.0933724";"0.00548015";"1";"0";"0";"0";"8674940";"0";""
